Time,Red_light,IR_light,SpO2,SpO2Valid,,remove zeros,,50 point moving average,,
1744497419,21,34,38,1,,38,,61.60784314,,
1744497419,24,31,38,1,,38,,61.56862745,,
1744497419,33,28,38,1,,38,,61.52941176,,
1744497419,28,30,88,1,,88,,61.49019608,,
1744497419,26,36,88,1,,88,,60.47058824,,
1744497420,22,36,88,1,,88,,59.45098039,,
1744497420,26,36,88,1,,88,,58.43137255,,
1744497420,29,25,88,1,,88,,57.41176471,,
1744497420,28,34,88,1,,88,,56.39215686,,
1744497420,18,40,88,1,,88,,55.37254902,,
1744497420,34,35,88,1,,88,,54.35294118,,
1744497420,0,32,88,1,,88,,53.33333333,,
1744497420,0,33,88,1,,88,,52.31372549,,
1744497420,404,33,88,1,,88,,51.29411765,,
1744497420,1823,34,88,1,,88,,50.2745098,,
1744497421,433,41,88,1,,88,,49.25490196,,
1744497421,0,0,88,1,,88,,48.23529412,,
1744497421,0,0,88,1,,88,,47.21568627,,
1744497421,441,1531,88,1,,88,,46.19607843,,
1744497421,198,1612,88,1,,88,,45.17647059,,
1744497421,34,0,88,1,,88,,44.15686275,,
1744497421,24,0,88,1,,88,,43.1372549,,
1744497421,26,253,88,1,,88,,42.11764706,,
1744497421,25,433,88,1,,88,,41.09803922,,
1744497421,28,55,88,1,,88,,40.07843137,,
1744497422,28,35,88,1,,88,,39.05882353,,
1744497422,29,30,88,1,,88,,38.03921569,,
1744497422,24,40,88,1,,88,,37.01960784,,
1744497422,23,33,36,1,,36,,35.94117647,,
1744497422,23,30,36,1,,36,,35.88235294,,
1744497422,34,33,36,1,,36,,35.82352941,,
1744497422,19,41,36,1,,36,,35.76470588,,
1744497422,28,40,36,1,,36,,35.70588235,,
1744497422,29,30,36,1,,36,,35.64705882,,
1744497422,34,38,36,1,,36,,35.58823529,,
1744497423,25,32,36,1,,36,,35.52941176,,
1744497423,25,43,36,1,,36,,35.47058824,,
1744497423,24,31,36,1,,36,,35.41176471,,
1744497423,25,30,36,1,,36,,35.35294118,,
1744497423,27,34,36,1,,36,,35.29411765,,
1744497423,26,39,36,1,,36,,35.23529412,,
1744497423,28,32,36,1,,36,,35.17647059,,
1744497423,35,23,36,1,,36,,35.11764706,,
1744497423,34,34,36,1,,36,,35.05882353,,
1744497423,20,28,36,1,,36,,35,,
1744497424,22,31,36,1,,36,,34.94117647,,RELEASE CUFF
1744497424,34,27,36,1,,36,,34.88235294,,
1744497424,29,37,36,1,,36,,34.82352941,,
1744497424,24,31,36,1,,36,,34.76470588,,
1744497424,16,33,36,1,,36,,34.70588235,,
1744497424,31,33,36,1,,36,,34.64705882,,
1744497424,0,35,36,1,,36,,34.58823529,,
1744497424,0,36,36,1,,36,,34.52941176,,
1744497424,993,32,36,1,,36,,35.41176471,,
1744497424,1232,34,36,1,,36,,36.29411765,,
1744497425,117,34,36,1,,36,,37.17647059,,
1744497425,0,0,36,1,,36,,38.05882353,,
1744497425,71,0,36,1,,36,,38.94117647,,
1744497425,396,1965,36,1,,36,,39.82352941,,
1744497425,106,992,36,1,,36,,40.70588235,,
1744497425,34,0,36,1,,36,,41.58823529,,
1744497425,22,0,36,1,,36,,42.47058824,,
1744497425,24,356,36,1,,36,,43.35294118,,
1744497425,27,321,36,1,,36,,44.23529412,,
1744497425,34,38,36,1,,36,,45.11764706,,
1744497426,21,38,36,1,,36,,46,,
1744497426,30,37,36,1,,36,,46.88235294,,
1744497426,26,33,36,1,,36,,47.76470588,,
1744497426,30,36,36,1,,36,,48.64705882,,
1744497426,26,32,36,1,,36,,49.52941176,,
1744497426,24,38,36,1,,36,,50.41176471,,
1744497426,28,28,36,1,,36,,51.29411765,,
1744497426,31,32,36,1,,36,,52.17647059,,
1744497426,29,34,36,1,,36,,53.05882353,,
1744497426,25,38,36,1,,36,,53.94117647,,
1744497427,32,28,36,1,,36,,54.82352941,,
1744497427,30,31,36,1,,36,,55.70588235,,
1744497427,30,33,36,1,,36,,56.58823529,,
1744497427,23,39,33,1,,33,,57.03921569,,
1744497427,23,33,33,1,,33,,57.54901961,,
1744497427,31,31,33,1,,33,,58.05882353,,
1744497427,27,30,33,1,,33,,58.56862745,,
1744497427,32,29,33,1,,33,,59.07843137,,
1744497427,25,32,33,1,,33,,59.58823529,,
1744497427,20,32,33,1,,33,,60.09803922,,
1744497428,29,30,33,1,,33,,60.60784314,,
1744497428,30,30,33,1,,33,,61.11764706,,
1744497428,33,34,33,1,,33,,61.62745098,,
1744497428,22,37,33,1,,33,,62.1372549,,
1744497428,25,40,33,1,,33,,62.64705882,,
1744497428,0,31,33,1,,33,,63.15686275,,
1744497428,0,36,33,1,,33,,63.66666667,,
1744497428,1572,33,33,1,,33,,64.17647059,,
1744497428,1994,34,33,1,,33,,64.68627451,,
1744497428,60,34,33,1,,33,,65.19607843,,
1744497429,0,0,33,1,,33,,65.70588235,,
1744497429,72,0,33,1,,33,,66.21568627,,
1744497429,535,1495,33,1,,33,,66.7254902,,
1744497429,177,1355,33,1,,33,,67.23529412,,
1744497429,34,103,33,1,,33,,67.74509804,,
1744497429,26,0,33,1,,33,,68.25490196,,
1744497429,36,74,33,1,,33,,68.76470588,,
1744497429,26,618,33,1,,33,,69.2745098,,
1744497429,35,172,81,1,,81,,70.31372549,,
1744497429,33,35,81,1,,81,,70.41176471,,
1744497430,26,30,81,1,,81,,70.50980392,,
1744497430,32,34,81,1,,81,,70.60784314,,
1744497430,28,34,81,1,,81,,70.70588235,,
1744497430,23,31,81,1,,81,,70.80392157,,
1744497430,27,34,81,1,,81,,70.90196078,,
1744497430,29,40,81,1,,81,,71,,
1744497430,26,37,81,1,,81,,71.09803922,,
1744497430,26,32,81,1,,81,,71.19607843,,
1744497430,29,26,81,1,,81,,71.29411765,,
1744497430,27,33,81,1,,81,,71.39215686,,
1744497431,22,35,81,1,,81,,71.49019608,,
1744497431,28,38,81,1,,81,,71.58823529,,
1744497431,31,31,81,1,,81,,71.68627451,,
1744497431,24,35,81,1,,81,,71.78431373,,
1744497431,27,39,81,1,,81,,71.88235294,,
1744497431,29,35,81,1,,81,,71.98039216,,
1744497431,23,34,81,1,,81,,72.07843137,,
1744497431,28,37,81,1,,81,,72.17647059,,
1744497431,28,39,81,1,,81,,72.2745098,,
1744497431,30,34,81,1,,81,,72.37254902,,
1744497432,26,29,81,1,,81,,72.47058824,,
1744497432,31,33,81,1,,81,,72.56862745,,
1744497432,28,32,81,1,,81,,72.66666667,,
1744497432,26,36,59,1,,59,,72.60784314,,
1744497432,29,36,59,1,,59,,72.98039216,,
1744497432,0,34,59,1,,59,,73.35294118,,
1744497432,0,37,59,1,,59,,73.7254902,,
1744497432,3182,36,59,1,,59,,74.09803922,,
1744497432,1907,32,59,1,,59,,74.47058824,,
1744497432,0,0,59,1,,59,,74.84313725,,
1744497433,0,0,59,1,,59,,75.21568627,,
1744497433,848,1282,59,1,,59,,75.58823529,,
1744497433,679,3469,59,1,,59,,75.96078431,,
1744497433,30,146,59,1,,59,,76.33333333,,
1744497433,29,0,59,1,,59,,76.70588235,,
1744497433,28,261,59,1,,59,,77.07843137,,
1744497433,21,1030,59,1,,59,,77.45098039,,
1744497433,28,138,59,1,,59,,77.82352941,,
1744497433,26,41,59,1,,59,,78.19607843,,
1744497433,31,24,59,1,,59,,78.56862745,,
1744497434,29,37,59,1,,59,,78.94117647,,
1744497434,37,35,59,1,,59,,79.31372549,,
1744497434,18,36,59,1,,59,,79.68627451,,
1744497434,24,34,59,1,,59,,80.05882353,,
1744497434,29,35,59,1,,59,,80.43137255,,
1744497434,27,33,59,1,,59,,80.80392157,,
1744497434,22,41,59,1,,59,,81.17647059,,
1744497434,23,36,59,1,,59,,81.54901961,,
1744497434,29,35,86,1,,86,,82.25490196,,
1744497434,30,40,86,1,,86,,82.43137255,,
1744497435,26,44,86,1,,86,,82.60784314,,
1744497435,22,32,86,1,,86,,82.78431373,,
1744497435,28,29,86,1,,86,,82.96078431,,
1744497435,29,34,86,1,,86,,83.1372549,,
1744497435,28,40,86,1,,86,,83.31372549,,
1744497435,25,34,86,1,,86,,83.49019608,,
1744497435,27,30,86,1,,86,,83.66666667,,
1744497435,26,38,86,1,,86,,83.84313725,,
1744497435,25,36,86,1,,86,,84.01960784,,
1744497435,27,30,86,1,,86,,84.19607843,,
1744497436,30,26,86,1,,86,,84.37254902,,
1744497436,24,36,86,1,,86,,84.54901961,,
1744497436,27,36,86,1,,86,,84.7254902,,
1744497436,28,31,86,1,,86,,84.90196078,,
1744497436,15,23,86,1,,86,,85.07843137,,
1744497436,0,32,86,1,,86,,85.25490196,,
1744497436,127,29,86,1,,86,,85.43137255,,
1744497436,3365,36,86,1,,86,,85.60784314,,
1744497436,1106,36,86,1,,86,,85.78431373,,
1744497436,0,0,86,1,,86,,85.96078431,,
1744497437,0,0,86,1,,86,,86.1372549,,
1744497437,824,1460,86,1,,86,,86.31372549,,
1744497437,750,3380,86,1,,86,,86.49019608,,
1744497437,30,423,78,1,,78,,86.66666667,,
1744497437,25,0,78,1,,78,,87,,
1744497437,38,1,78,1,,78,,87.33333333,,
1744497437,26,810,78,1,,78,,87.66666667,,
1744497437,27,381,78,1,,78,,88,,
1744497437,28,49,78,1,,78,,88.33333333,,
1744497437,40,25,78,1,,78,,88.66666667,,
1744497438,35,40,78,1,,78,,89,,
1744497438,26,36,78,1,,78,,89.33333333,,
1744497438,24,33,78,1,,78,,89.66666667,,
1744497438,26,35,78,1,,78,,90,,
1744497438,32,29,78,1,,78,,90.33333333,,
1744497438,30,38,78,1,,78,,90.66666667,,
1744497438,24,30,78,1,,78,,91,,
1744497438,32,30,78,1,,78,,91.33333333,,
1744497438,26,37,78,1,,78,,91.66666667,,
1744497438,22,29,78,1,,78,,92,,
1744497439,28,32,78,1,,78,,92.33333333,,
1744497439,33,28,78,1,,78,,92.66666667,,
1744497439,29,30,78,1,,78,,93,,
1744497439,25,42,78,1,,78,,93.33333333,,
1744497439,25,36,78,1,,78,,93.66666667,,
1744497439,35,33,78,1,,78,,94,,
1744497439,24,45,78,1,,78,,94.33333333,,
1744497439,23,39,78,1,,78,,94.66666667,,
1744497439,39,35,95,1,,95,,95.01960784,,
1744497439,33,40,95,1,,95,,95.03921569,,
1744497440,27,40,95,1,,95,,95.05882353,,
1744497440,26,28,95,1,,95,,95.07843137,,
1744497440,28,34,95,1,,95,,95.09803922,,
1744497440,28,34,95,1,,95,,95.11764706,,
1744497440,23,32,95,1,,95,,95.1372549,,
1744497440,0,32,95,1,,95,,95.15686275,,
1744497440,0,24,95,1,,95,,95.17647059,,
1744497440,2691,34,95,1,,95,,95.19607843,,
1744497440,2737,37,95,1,,95,,95.21568627,,
1744497440,0,23,95,1,,95,,95.23529412,,
1744497441,0,0,95,1,,95,,95.25490196,,
1744497441,385,0,95,1,,95,,95.2745098,,
1744497441,1136,2750,95,1,,95,,95.29411765,,
1744497441,217,1535,95,1,,95,,95.31372549,,
1744497441,24,35,95,1,,95,,95.33333333,,
1744497441,28,0,95,1,,95,,95.35294118,,
1744497441,26,73,95,1,,95,,95.37254902,,
1744497441,28,1161,95,1,,95,,95.39215686,,
1744497441,30,387,95,1,,95,,95.41176471,,
1744497441,28,31,95,1,,95,,95.43137255,,
1744497442,31,31,95,1,,95,,95.45098039,,
1744497442,23,38,95,1,,95,,95.47058824,,
1744497442,20,34,95,1,,95,,95.49019608,,
1744497442,23,36,95,1,,95,,95.43137255,,
1744497442,28,37,95,1,,95,,95.37254902,,
1744497442,30,30,95,1,,95,,95.31372549,,
1744497442,29,31,95,1,,95,,95.25490196,,
1744497442,20,35,95,1,,95,,95.19607843,,
1744497442,32,34,95,1,,95,,95.1372549,,
1744497442,32,36,95,1,,95,,95.07843137,,
1744497443,31,39,95,1,,95,,95.01960784,,
1744497443,22,38,95,1,,95,,94.96078431,,
1744497443,31,32,95,1,,95,,94.90196078,,
1744497443,30,30,95,1,,95,,94.84313725,,
1744497443,28,36,95,1,,95,,94.78431373,,
1744497443,25,38,95,1,,95,,94.7254902,,
1744497443,23,34,95,1,,95,,94.66666667,,
1744497443,30,37,95,1,,95,,94.60784314,,
1744497443,23,32,95,1,,95,,94.54901961,,
1744497443,23,33,95,1,,95,,94.49019608,,
1744497444,29,34,95,1,,95,,94.43137255,,
1744497444,29,31,95,1,,95,,94.37254902,,
1744497444,28,37,95,1,,95,,94.31372549,,
1744497444,27,36,95,1,,95,,94.25490196,,
1744497444,22,29,95,1,,95,,94.19607843,,
1744497444,11,32,95,1,,95,,94.1372549,,
1744497444,0,29,95,1,,95,,94.07843137,,
1744497444,221,30,95,1,,95,,94.01960784,,
1744497444,3273,36,96,1,,96,,94,,
1744497444,928,43,96,1,,96,,93.95918367,,
1744497445,0,12,96,1,,96,,93.91666667,,
1744497445,0,0,96,1,,96,,93.87234043,,
1744497445,813,412,96,1,,96,,93.82608696,,
1744497445,726,3314,96,1,,96,,93.77777778,,
1744497445,98,842,96,1,,96,,93.72727273,,
1744497445,26,0,96,1,,96,,93.6744186,,
1744497445,27,0,96,1,,96,,93.61904762,,
1744497445,20,1288,96,1,,96,,93.56097561,,
1744497445,25,703,96,1,,96,,93.5,,
1744497445,27,34,96,1,,96,,93.43589744,,
1744497446,31,33,96,1,,96,,93.36842105,,
1744497446,34,35,96,1,,96,,93.2972973,,
1744497446,21,34,96,1,,96,,93.22222222,,
1744497446,22,39,96,1,,96,,93.14285714,,
1744497446,28,33,96,1,,96,,93.05882353,,
1744497446,33,37,96,1,,96,,92.96969697,,
1744497446,30,38,96,1,,96,,92.875,,
1744497446,29,37,96,1,,96,,92.77419355,,
1744497446,27,29,96,1,,96,,92.66666667,,
1744497446,25,38,96,1,,96,,92.55172414,,
1744497447,33,30,96,1,,96,,92.42857143,,
1744497447,29,36,96,1,,96,,92.2962963,,
1744497447,25,42,96,1,,96,,92.15384615,,
1744497447,20,42,92,1,,92,,92,,
1744497447,27,33,92,1,,92,,92,,
1744497447,36,36,92,1,,92,,92,,
1744497447,29,42,92,1,,92,,92,,
1744497447,23,41,92,1,,92,,92,,
1744497447,23,29,92,1,,92,,92,,
1744497447,37,34,92,1,,92,,92,,
1744497448,28,30,92,1,,92,,92,,
1744497448,28,41,92,1,,92,,92,,
1744497448,33,32,92,1,,92,,92,,
1744497448,32,33,92,1,,92,,92,,
1744497448,27,36,92,1,,92,,92,,
1744497448,0,28,92,1,,92,,92,,
1744497448,0,26,92,1,,92,,92,,
1744497448,1839,37,92,1,,92,,92,,
1744497448,3611,36,92,1,,92,,92,,
1744497448,559,39,92,1,,92,,92,,
1744497449,0,0,92,1,,92,,92,,
1744497449,0,0,92,1,,92,,92,,
1744497449,1003,695,92,1,,92,,92,,
1744497449,755,3305,92,1,,92,,92,,
1744497449,97,782,92,1,,92,,92,,
1744497449,23,0,92,1,,92,,92,,
1744497449,27,0,92,1,,92,,92,,
1744497449,30,1388,92,1,,92,,92,,
