Time,Red_light,IR_light,SpO2,SpO2Valid
1743803102.7002203,40146.0,29560.0,98.0,1.0
1743803102.8191237,40141.0,29629.0,98.0,1.0
1743803102.9059188,40144.0,29631.0,98.0,1.0
1743803103.0213788,40153.0,29711.0,98.0,1.0
1743803103.1059086,40171.0,29773.0,98.0,1.0
1743803103.2232685,40200.0,29865.0,98.0,1.0
1743803103.3009334,40217.0,29934.0,98.0,1.0
1743803103.4202304,40200.0,29741.0,98.0,1.0
1743803103.50165,40154.0,29658.0,98.0,1.0
1743803103.6273284,40140.0,29712.0,98.0,1.0
1743803103.707381,40182.0,29782.0,98.0,1.0
1743803103.825326,40179.0,29865.0,98.0,1.0
1743803103.9002595,40213.0,29947.0,98.0,1.0
1743803104.0220075,40237.0,30037.0,98.0,1.0
1743803104.1103127,40250.0,30081.0,98.0,1.0
1743803104.2280974,40256.0,29980.0,98.0,1.0
1743803104.305216,40210.0,29794.0,98.0,1.0
1743803104.4299147,40192.0,29820.0,98.0,1.0
1743803104.5034964,40207.0,29885.0,98.0,1.0
1743803104.633812,40215.0,29914.0,98.0,1.0
1743803104.7017856,40230.0,29971.0,98.0,1.0
1743803104.8333988,40247.0,30046.0,98.0,1.0
1743803104.9117582,40264.0,30097.0,98.0,1.0
1743803105.0284238,40275.0,30151.0,98.0,1.0
1743803105.1123083,40243.0,29900.0,97.0,1.0
1743803105.2299395,40186.0,29887.0,97.0,1.0
1743803105.3063302,40209.0,29940.0,97.0,1.0
1743803105.4302924,40208.0,29951.0,97.0,1.0
1743803105.5061753,40221.0,30015.0,97.0,1.0
1743803105.6370404,40235.0,30074.0,97.0,1.0
1743803105.7136078,40248.0,30129.0,97.0,1.0
1743803105.8338404,40262.0,30153.0,97.0,1.0
1743803105.9093573,40241.0,29911.0,97.0,1.0
1743803106.0398426,40185.0,29848.0,97.0,1.0
1743803106.1158414,40189.0,29888.0,97.0,1.0
1743803106.2309387,40165.0,29875.0,97.0,1.0
1743803106.307005,40188.0,29933.0,97.0,1.0
1743803106.4409626,40198.0,29970.0,97.0,1.0
1743803106.5176768,40213.0,30023.0,97.0,1.0
1743803106.6390452,40211.0,29958.0,97.0,1.0
1743803106.7147865,40176.0,29755.0,97.0,1.0
1743803106.8364887,40141.0,29733.0,97.0,1.0
1743803106.9152913,40145.0,29783.0,97.0,1.0
1743803107.0334604,40153.0,29805.0,97.0,1.0
1743803107.111386,40169.0,29855.0,97.0,1.0
1743803107.2367475,40191.0,29917.0,97.0,1.0
1743803107.3136494,40193.0,29963.0,97.0,1.0
1743803107.4426877,40189.0,29840.0,97.0,1.0
1743803107.5183916,40157.0,29724.0,97.0,1.0
1743803107.6373909,40134.0,29726.0,97.0,1.0
1743803107.7138526,40151.0,29770.0,97.0,1.0
1743803107.8457453,40151.0,29795.0,97.0,1.0
1743803107.9196332,40161.0,29848.0,97.0,1.0
1743803108.039366,40185.0,29890.0,97.0,1.0
1743803108.1159568,40202.0,29951.0,97.0,1.0
1743803108.2444127,40218.0,29865.0,97.0,1.0
1743803108.3209717,40173.0,29749.0,97.0,1.0
1743803108.4458654,40157.0,29741.0,97.0,1.0
1743803108.519713,40185.0,29775.0,97.0,1.0
1743803108.638834,40165.0,29774.0,97.0,1.0
1743803108.7180014,40185.0,29836.0,97.0,1.0
1743803108.846519,40207.0,29893.0,97.0,1.0
1743803108.9233413,40219.0,29950.0,97.0,1.0
1743803109.040669,40218.0,29867.0,97.0,1.0
1743803109.1191342,40195.0,29722.0,97.0,1.0
1743803109.2492025,40174.0,29719.0,97.0,1.0
1743803109.3251631,40171.0,29758.0,97.0,1.0
1743803109.4451172,40192.0,29801.0,97.0,1.0
1743803109.52127,40221.0,29885.0,97.0,1.0
1743803109.6499498,40248.0,29928.0,97.0,1.0
1743803109.7251008,40262.0,29984.0,97.0,1.0
1743803109.8519242,40269.0,30010.0,97.0,1.0
1743803109.9279618,40260.0,29808.0,97.0,1.0
1743803110.044166,40234.0,29765.0,97.0,1.0
1743803110.1212225,40244.0,29825.0,97.0,1.0
1743803110.2516854,40255.0,29836.0,97.0,1.0
1743803110.3269005,40275.0,29893.0,97.0,1.0
1743803110.4476266,40286.0,29952.0,97.0,1.0
1743803110.5236225,40315.0,30005.0,97.0,1.0
1743803110.6542234,40314.0,30090.0,97.0,1.0
1743803110.7281995,40343.0,30057.0,97.0,1.0
1743803110.855398,40260.0,29751.0,97.0,1.0
1743803110.9323282,40251.0,29734.0,97.0,1.0
1743803111.0510638,40265.0,29735.0,97.0,1.0
1743803111.1264443,40258.0,29690.0,97.0,1.0
1743803111.2555852,40260.0,29720.0,97.0,1.0
1743803111.3332849,40295.0,29742.0,97.0,1.0
1743803111.4578893,40333.0,29800.0,97.0,1.0
1743803111.534154,40378.0,29866.0,97.0,1.0
1743803111.6513386,40366.0,29612.0,97.0,1.0
1743803111.7274113,40343.0,29602.0,97.0,1.0
1743803111.8488414,40359.0,29716.0,97.0,1.0
1743803111.9304724,40404.0,29751.0,97.0,1.0
1743803112.058703,40431.0,29841.0,97.0,1.0
