Time,Red_light,IR_light,SpO2,SpO2Valid
1743803298.451339,49738.0,47290.0,98.0,1.0
1743803298.5784023,49776.0,47267.0,98.0,1.0
1743803298.653269,49767.0,47254.0,98.0,1.0
1743803298.7704566,49768.0,47217.0,98.0,1.0
1743803298.8598268,49784.0,47246.0,98.0,1.0
1743803298.9736152,49826.0,47270.0,98.0,1.0
1743803299.0590944,49847.0,47263.0,98.0,1.0
1743803299.1780698,49913.0,47326.0,98.0,1.0
1743803299.2573464,49887.0,47227.0,98.0,1.0
1743803299.3757117,49876.0,47186.0,98.0,1.0
1743803299.4579022,49876.0,47180.0,98.0,1.0
1743803299.574881,49893.0,47182.0,98.0,1.0
1743803299.6603816,49899.0,47214.0,98.0,1.0
1743803299.7783926,49945.0,47245.0,98.0,1.0
1743803299.8641586,49951.0,47308.0,98.0,1.0
1743803299.9801204,49969.0,47271.0,98.0,1.0
1743803300.0575597,49935.0,47144.0,98.0,1.0
1743803300.1737628,49930.0,47137.0,98.0,1.0
1743803300.2614381,49923.0,47131.0,98.0,1.0
1743803300.3856478,49930.0,47151.0,98.0,1.0
1743803300.4619853,49959.0,47194.0,98.0,1.0
1743803300.5789797,49970.0,47250.0,98.0,1.0
1743803300.6632318,49985.0,47225.0,98.0,1.0
1743803300.7815402,50018.0,47287.0,98.0,1.0
1743803300.8672485,49989.0,47136.0,98.0,1.0
1743803300.9842114,49975.0,47149.0,99.0,1.0
1743803301.062622,49986.0,47163.0,99.0,1.0
1743803301.1838617,50021.0,47243.0,99.0,1.0
1743803301.2613025,50032.0,47268.0,99.0,1.0
1743803301.3815796,50068.0,47293.0,99.0,1.0
1743803301.4645438,50078.0,47336.0,99.0,1.0
1743803301.5879655,50105.0,47373.0,99.0,1.0
1743803301.6630611,50083.0,47268.0,99.0,1.0
1743803301.7803075,50063.0,47257.0,99.0,1.0
1743803301.8711534,50061.0,47185.0,99.0,1.0
1743803301.988325,50045.0,47156.0,99.0,1.0
1743803302.0631227,50073.0,47228.0,99.0,1.0
1743803302.1833723,50143.0,47277.0,99.0,1.0
1743803302.2695181,50142.0,47306.0,99.0,1.0
1743803302.3877468,50203.0,47376.0,99.0,1.0
1743803302.4632332,50193.0,47371.0,99.0,1.0
1743803302.590951,50212.0,47398.0,99.0,1.0
1743803302.6696846,50270.0,47248.0,99.0,1.0
1743803302.785595,50447.0,47716.0,99.0,1.0
1743803302.8648925,50412.0,47747.0,99.0,1.0
1743803302.987109,50496.0,47794.0,99.0,1.0
1743803303.0626383,50530.0,47831.0,99.0,1.0
1743803303.1936007,50584.0,47931.0,99.0,1.0
1743803303.2670493,50595.0,47769.0,99.0,1.0
1743803303.3874562,50561.0,47789.0,99.0,1.0
1743803303.4627311,50580.0,47784.0,99.0,1.0
1743803303.5953634,50581.0,47777.0,99.0,1.0
1743803303.6744611,50591.0,47776.0,99.0,1.0
1743803303.7927341,50612.0,47776.0,99.0,1.0
1743803303.868706,50634.0,47810.0,99.0,1.0
1743803303.9967356,50654.0,47817.0,99.0,1.0
1743803304.0715165,50632.0,47632.0,99.0,1.0
1743803304.1913376,50579.0,47624.0,99.0,1.0
1743803304.2707343,50599.0,47627.0,99.0,1.0
1743803304.391871,50613.0,47613.0,99.0,1.0
1743803304.46777,50610.0,47596.0,99.0,1.0
1743803304.5968292,50587.0,47491.0,99.0,1.0
1743803304.6719568,50521.0,47349.0,99.0,1.0
1743803304.7907016,50121.0,46283.0,99.0,1.0
1743803304.8701427,49065.0,45071.0,99.0,1.0
1743803304.9988992,47915.0,43923.0,99.0,1.0
