Time,Red_light,IR_light,SpO2,SpO2Valid
1743802386.9327562,22924.0,21219.0,99.0,1.0
1743802387.0557432,22950.0,21341.0,99.0,1.0
1743802387.133915,22966.0,21327.0,99.0,1.0
1743802387.2538595,23008.0,21298.0,99.0,1.0
1743802387.341341,22980.0,21318.0,99.0,1.0
1743802387.4512656,22978.0,21329.0,99.0,1.0
1743802387.5412228,22990.0,21401.0,99.0,1.0
1743802387.6580234,22984.0,21475.0,99.0,1.0
1743802387.7370088,23008.0,21486.0,99.0,1.0
1743802387.8556437,23044.0,21468.0,99.0,1.0
1743802387.9321578,23065.0,21379.0,99.0,1.0
1743802388.0568855,23068.0,21390.0,99.0,1.0
1743802388.1426477,23059.0,21410.0,99.0,1.0
1743802388.2573118,23094.0,21426.0,99.0,1.0
1743802388.3439655,23088.0,21458.0,99.0,1.0
1743802388.4621305,23109.0,21477.0,99.0,1.0
1743802388.5370302,23100.0,21524.0,99.0,1.0
1743802388.6640785,23135.0,21496.0,99.0,1.0
1743802388.7384784,23129.0,21551.0,99.0,1.0
1743802388.8598936,23139.0,21549.0,99.0,1.0
1743802388.9399283,23141.0,21549.0,99.0,1.0
1743802389.0592651,23171.0,21499.0,99.0,1.0
1743802389.1490188,23172.0,21414.0,99.0,1.0
1743802389.2670166,23198.0,21420.0,99.0,1.0
1743802389.3416383,23195.0,21406.0,99.0,1.0
1743802389.46021,23219.0,21294.0,99.0,1.0
1743802389.5392277,23211.0,21359.0,99.0,1.0
1743802389.6612911,23205.0,21390.0,99.0,1.0
1743802389.7402358,23198.0,21420.0,99.0,1.0
1743802389.8642125,23213.0,21451.0,99.0,1.0
1743802389.9423854,23199.0,21507.0,99.0,1.0
1743802390.0704324,23238.0,21525.0,99.0,1.0
1743802390.1460476,23239.0,21520.0,99.0,1.0
1743802390.2646184,23257.0,21670.0,99.0,1.0
1743802390.343199,23249.0,21735.0,99.0,1.0
1743802390.4695327,23245.0,21611.0,99.0,1.0
1743802390.544148,23279.0,21631.0,99.0,1.0
1743802390.67065,23338.0,21671.0,99.0,1.0
1743802390.7461975,23335.0,21745.0,99.0,1.0
1743802390.8656356,23369.0,21740.0,99.0,1.0
1743802390.942262,23365.0,21769.0,99.0,1.0
1743802391.0732129,23358.0,21788.0,99.0,1.0
