Time,Red_light,IR_light,SpO2,SpO2Valid
1743803430.8118474,31231.0,27162.0,98.0,1.0
1743803430.8899834,31261.0,27271.0,98.0,1.0
1743803431.0059097,31293.0,27073.0,98.0,1.0
1743803431.0930037,31225.0,27036.0,98.0,1.0
1743803431.2086594,31234.0,27026.0,98.0,1.0
1743803431.2924206,31238.0,27032.0,98.0,1.0
1743803431.4100902,31250.0,27090.0,98.0,1.0
1743803431.495757,31283.0,27115.0,98.0,1.0
1743803431.6141663,31292.0,27163.0,98.0,1.0
1743803431.694281,31335.0,27255.0,98.0,1.0
1743803431.8113005,31295.0,27005.0,98.0,1.0
1743803431.8948612,31312.0,27017.0,98.0,1.0
1743803432.0117335,31260.0,26993.0,98.0,1.0
1743803432.0951943,31276.0,26750.0,98.0,1.0
1743803432.2125638,30413.0,25748.0,98.0,1.0
1743803432.296002,30367.0,25636.0,98.0,1.0
1743803432.4133835,30399.0,26056.0,98.0,1.0
