Time,Red_light,IR_light,SpO2,SpO2Valid,,,,,50 point average,,
1744344076,31,31,68,1,,,63.88235294,,63.88235294,,
1744344076,22,30,68,1,,,63.29411765,,63.29411765,,
1744344076,32,32,68,1,,,62.70588235,,62.70588235,,
1744344076,28,36,68,1,,,62.11764706,,62.11764706,,
1744344077,26,34,68,1,,,61.52941176,,61.52941176,,
1744344077,22,35,68,1,,,60.94117647,,60.94117647,,
1744344077,38,28,68,1,,,60.35294118,,60.35294118,,
1744344077,30,30,68,1,,,59.76470588,,59.76470588,,
1744344077,28,37,68,1,,,59.17647059,,59.17647059,,
1744344077,20,34,68,1,,,58.58823529,,58.58823529,,
1744344077,22,38,68,1,,,58,,58,,
1744344077,26,33,68,1,,,57.41176471,,57.41176471,,
1744344077,25,33,68,1,,,56.82352941,,56.82352941,,
1744344077,32,31,68,1,,,56.23529412,,56.23529412,,
1744344078,38,27,68,1,,,55.64705882,,55.64705882,,
1744344078,31,27,68,1,,,55.05882353,,55.05882353,,
1744344078,35,37,68,1,,,54.47058824,,54.47058824,,
1744344078,25,36,68,1,,,53.88235294,,53.88235294,,
1744344078,26,41,68,1,,,53.29411765,,53.29411765,,
1744344078,33,26,68,1,,,52.70588235,,52.70588235,,
1744344078,23,38,68,1,,,52.11764706,,52.11764706,,
1744344078,24,36,68,1,,,51.52941176,,51.52941176,,
1744344078,19,32,68,1,,,50.94117647,,50.94117647,,
1744344078,19,33,68,1,,,50.35294118,,50.35294118,,
1744344079,6,32,68,1,,,49.76470588,,49.76470588,,
1744344079,2570,35,68,1,,,49.17647059,,49.17647059,,
1744344079,892,31,68,1,,,48.58823529,,48.58823529,,
1744344079,892,11,68,1,,,48,,48,,
1744344079,892,11,68,1,,,47.41176471,,47.41176471,,
1744344079,459,140,68,1,,,46.82352941,,46.82352941,,
1744344079,541,2908,68,1,,,46.23529412,,46.23529412,,
1744344079,95,813,68,1,,,45.64705882,,45.64705882,,
1744344079,36,813,68,1,,,45.05882353,,45.05882353,,
1744344079,27,813,68,1,,,44.47058824,,44.47058824,,
1744344080,28,783,68,1,,,43.88235294,,43.88235294,,
1744344080,27,552,68,1,,,43.29411765,,43.29411765,,
1744344080,35,38,68,1,,,42.70588235,,42.70588235,,
1744344080,24,34,68,1,,,42.11764706,,42.11764706,,
1744344080,35,33,68,1,,,41.52941176,,41.52941176,,
1744344080,35,38,68,1,,,40.94117647,,40.94117647,,
1744344080,32,38,68,1,,,40.35294118,,40.35294118,,
1744344080,28,37,68,1,,,39.76470588,,39.76470588,,
1744344080,22,43,68,1,,,39.17647059,,39.17647059,,
1744344080,28,33,68,1,,,38.58823529,,38.58823529,,
1744344081,34,25,38,1,,,38,,38,,
1744344081,34,30,38,1,,,38,,38,,
1744344081,30,36,38,1,,,38,,38,,
1744344081,30,40,38,1,,,38,,38,,
1744344081,27,25,38,1,,,38,,38,,
1744344081,26,40,38,1,,,38,,38,,
1744344081,19,38,38,1,,,38,,38,,
1744344081,26,29,38,1,,,38,,38,,
1744344081,32,31,38,1,,,38,,38,,
1744344081,36,31,38,1,,,38,,38,,
1744344082,32,36,38,1,,,38,,38,,
1744344082,24,38,38,1,,,38,,38,,
1744344082,27,39,38,1,,,38,,38,,
1744344082,30,35,38,1,,,38,,38,,
1744344082,40,26,38,1,,,38,,38,,
1744344082,34,29,38,1,,,38,,38,,
1744344082,26,36,38,1,,,38,,38,,
1744344082,32,37,38,1,,,38,,38,,
1744344082,32,35,38,1,,,38,,38,,
1744344082,32,39,38,1,,,38,,38,,
1744344083,1962,35,38,1,,,38,,38,,
1744344083,2775,37,38,1,,,38,,38,,
1744344083,83,40,38,1,,,38,,38,,
1744344083,83,40,38,1,,,38,,38,,
1744344083,99,40,38,1,,,38,,38,,
1744344083,807,1871,38,1,,,39.09803922,,39.09803922,,
1744344083,286,1836,38,1,,,40.19607843,,40.19607843,,
1744344083,44,225,38,1,,,41.29411765,,41.29411765,,
1744344083,23,225,38,1,,,42.39215686,,42.39215686,,
1744344083,26,25,38,1,,,43.49019608,,43.49019608,,
1744344084,23,869,38,1,,,44.58823529,,44.58823529,,
1744344084,31,363,38,1,,,45.68627451,,45.68627451,,
1744344084,23,31,38,1,,,46.78431373,,46.78431373,,
1744344084,24,29,38,1,,,47.88235294,,47.88235294,,
1744344084,38,32,38,1,,,48.98039216,,48.98039216,,
1744344084,28,39,38,1,,,50.07843137,,50.07843137,,
1744344084,22,37,38,1,,,51.17647059,,51.17647059,,
1744344084,20,39,38,1,,,52.2745098,,52.2745098,,
1744344084,23,31,38,1,,,53.37254902,,53.37254902,,
1744344084,28,34,38,1,,,54.47058824,,54.47058824,,
1744344085,37,33,38,1,,,55.56862745,,55.56862745,,
1744344085,22,33,38,1,,,56.66666667,,56.66666667,,
1744344085,19,38,38,1,,,57.76470588,,57.76470588,,
1744344085,24,36,38,1,,,58.8627451,,58.8627451,,
1744344085,19,36,38,1,,,59.96078431,,59.96078431,,
1744344085,26,35,38,1,,,61.05882353,,61.05882353,,
1744344085,34,34,38,1,,,62.15686275,,62.15686275,,
1744344085,28,34,38,1,,,63.25490196,,63.25490196,,
1744344085,29,33,38,1,,,64.35294118,,64.35294118,,
1744344085,24,37,38,1,,,65.45098039,,65.45098039,,
1744344086,29,28,38,1,,,66.60784314,,66.60784314,,
1744344086,28,27,38,1,,,67.76470588,,67.76470588,,
1744344086,32,30,38,1,,,68.92156863,,68.92156863,,
1744344086,30,37,38,1,,,70.07843137,,70.07843137,,
1744344086,21,39,38,1,,,71.23529412,,71.23529412,,
1744344086,25,29,38,1,,,72.39215686,,72.39215686,,
1744344086,31,36,38,1,,,73.54901961,,73.54901961,,
1744344086,29,29,38,1,,,74.70588235,,74.70588235,,
1744344086,29,39,38,1,,,75.8627451,,75.8627451,,
1744344086,29,38,38,1,,,77.01960784,,77.01960784,,
1744344087,2042,34,38,1,,,78.17647059,,78.17647059,,
1744344087,2582,34,38,1,,,79.33333333,,79.33333333,,
1744344087,22,25,38,1,,,80.49019608,,80.49019608,,
1744344087,22,25,38,1,,,81.64705882,,81.64705882,,
1744344087,304,25,38,1,,,82.80392157,,82.80392157,,
1744344087,856,2475,38,1,,,83.96078431,,83.96078431,,
1744344087,115,977,38,1,,,85.11764706,,85.11764706,,
1744344087,37,977,38,1,,,86.2745098,,86.2745098,,
1744344087,32,977,38,1,,,87.43137255,,87.43137255,,
1744344087,33,453,38,1,,,88.58823529,,88.58823529,,
1744344088,36,523,38,1,,,89.74509804,,89.74509804,,
1744344088,38,77,38,1,,,90.90196078,,90.90196078,,
1744344088,29,33,38,1,,,92.05882353,,92.05882353,,
1744344088,26,30,38,1,,,93.21568627,,93.21568627,,
1744344088,29,31,38,1,,,94.37254902,,94.37254902,,
1744344093,36,20,94,1,,,95.52941176,,95.52941176,,
1744344093,25,44,94,1,,,95.58823529,,95.58823529,,
1744344093,27,32,94,1,,,95.64705882,,95.64705882,,
1744344093,28,31,94,1,,,95.70588235,,95.70588235,,
1744344093,26,36,94,1,,,95.76470588,,95.76470588,,
1744344094,32,35,94,1,,,95.82352941,,95.82352941,,
1744344094,33,37,94,1,,,95.88235294,,95.88235294,,
1744344094,23,33,94,1,,,95.94117647,,95.94117647,,
1744344094,25,39,94,1,,,96,,96,,
1744344094,25,35,94,1,,,96.05882353,,96.05882353,,
1744344094,28,33,94,1,,,96.11764706,,96.11764706,,
1744344094,26,36,94,1,,,96.17647059,,96.17647059,,
1744344094,26,31,94,1,,,96.23529412,,96.23529412,,
1744344094,39,34,94,1,,,96.29411765,,96.29411765,,
1744344094,2557,34,94,1,,,96.35294118,,96.35294118,,
1744344095,993,33,94,1,,,96.41176471,,96.41176471,,
1744344095,993,19,94,1,,,96.47058824,,96.47058824,,
1744344095,993,19,94,1,,,96.52941176,,96.52941176,,
1744344095,378,59,94,1,,,96.58823529,,96.58823529,,
1744344095,562,2968,94,1,,,96.64705882,,96.64705882,,
1744344095,108,912,94,1,,,96.70588235,,96.70588235,,
1744344095,30,912,94,1,,,96.76470588,,96.76470588,,
1744344095,27,912,94,1,,,96.82352941,,96.82352941,,
1744344095,30,776,94,1,,,96.88235294,,96.88235294,,
1744344095,24,444,94,1,,,96.94117647,,96.94117647,,
1744344096,34,27,97,1,,,97.03921569,,97.03921569,,
1744344096,33,37,97,1,,,97.07843137,,97.07843137,,
1744344096,35,36,97,1,,,97.11764706,,97.11764706,,
1744344096,29,30,97,1,,,97.15686275,,97.15686275,,
1744344096,20,36,97,1,,,97.19607843,,97.19607843,,
1744344096,30,32,97,1,,,97.23529412,,97.23529412,,
1744344096,23,35,97,1,,,97.2745098,,97.2745098,,
1744344096,30,35,97,1,,,97.31372549,,97.31372549,,
1744344096,33,35,97,1,,,97.35294118,,97.35294118,,
1744344096,26,33,97,1,,,97.39215686,,97.39215686,,
1744344097,26,38,97,1,,,97.43137255,,97.43137255,,
1744344097,28,40,97,1,,,97.47058824,,97.47058824,,
1744344097,27,33,97,1,,,97.50980392,,97.50980392,,
1744344097,26,30,97,1,,,97.54901961,,97.54901961,,
1744344097,34,29,97,1,,,97.58823529,,97.58823529,,
1744344097,31,36,97,1,,,97.62745098,,97.62745098,,
1744344097,29,34,97,1,,,97.66666667,,97.66666667,,
1744344097,27,38,97,1,,,97.70588235,,97.70588235,,
1744344097,27,39,97,1,,,97.74509804,,97.74509804,,
1744344097,27,35,97,1,,,97.78431373,,97.78431373,,
1744344098,30,33,97,1,,,97.82352941,,97.82352941,,
1744344098,34,35,97,1,,,97.8627451,,97.8627451,,
1744344098,36,35,97,1,,,97.90196078,,97.90196078,,
1744344098,35,37,97,1,,,97.94117647,,97.94117647,,
1744344098,21,38,97,1,,,97.98039216,,97.98039216,,
1744344098,23,34,97,1,,,96.62745098,,96.62745098,,
1744344098,23,37,97,1,,,95.2745098,,95.2745098,,
1744344098,23,34,97,1,,,93.92156863,,93.92156863,,
1744344098,1465,30,97,1,,,92.56862745,,92.56862745,,
1744344098,2941,28,97,1,,,91.21568627,,91.21568627,,
1744344099,156,33,97,1,,,89.8627451,,89.8627451,,
1744344099,156,33,97,1,,,88.50980392,,88.50980392,,
1744344099,157,33,97,1,,,87.15686275,,87.15686275,,
1744344099,795,2118,97,1,,,85.80392157,,85.80392157,,
1744344099,155,1315,97,1,,,84.45098039,,84.45098039,,
1744344099,38,11,97,1,,,83.09803922,,83.09803922,,
1744344099,36,11,97,1,,,81.74509804,,81.74509804,,
1744344099,33,300,97,1,,,80.39215686,,80.39215686,,
1744344099,32,578,97,1,,,79.03921569,,79.03921569,,
1744344099,33,97,97,1,,,77.68627451,,77.68627451,,
1744344100,32,32,97,1,,,76.33333333,,76.33333333,,
1744344100,27,33,97,1,,,74.98039216,,74.98039216,,
1744344100,26,31,97,1,,,73.62745098,,73.62745098,,
1744344100,25,32,97,1,,,72.2745098,,72.2745098,,
1744344100,16,39,97,1,,,70.92156863,,70.92156863,,
1744344100,30,38,97,1,,,69.56862745,,69.56862745,,
1744344100,39,32,97,1,,,68.21568627,,68.21568627,,
1744344100,35,33,97,1,,,66.8627451,,66.8627451,,
1744344100,36,34,97,1,,,65.50980392,,65.50980392,,
1744344100,31,39,97,1,,,64.15686275,,64.15686275,,
1744344101,28,32,99,1,,,62.62745098,,62.62745098,,
1744344101,25,39,99,1,,,61.05882353,,61.05882353,,
1744344101,25,32,99,1,,,59.49019608,,59.49019608,,
1744344101,22,37,99,1,,,57.92156863,,57.92156863,,
1744344101,25,32,99,1,,,56.35294118,,56.35294118,,
1744344101,30,37,99,1,,,54.78431373,,54.78431373,,
1744344101,31,30,99,1,,,53.21568627,,53.21568627,,
1744344101,28,28,99,1,,,51.64705882,,51.64705882,,
1744344101,29,37,99,1,,,50.07843137,,50.07843137,,
1744344101,22,34,99,1,,,48.50980392,,48.50980392,,
1744344102,29,34,99,1,,,46.94117647,,46.94117647,,
1744344102,27,33,99,1,,,45.37254902,,45.37254902,,
1744344102,38,30,99,1,,,43.80392157,,43.80392157,,
1744344102,35,36,99,1,,,42.23529412,,42.23529412,,
1744344102,26,37,99,1,,,40.66666667,,40.66666667,,
1744344102,26,40,99,1,,,39.09803922,,39.09803922,,
1744344102,26,35,99,1,,,37.52941176,,37.52941176,,
1744344102,1221,29,99,1,,,35.96078431,,35.96078431,,
1744344102,1943,40,99,1,,,34.39215686,,34.39215686,,
1744344102,185,35,99,1,,,32.82352941,,32.82352941,,
1744344103,185,35,99,1,,,31.25490196,,31.25490196,,
1744344103,123,35,99,1,,,29.68627451,,29.68627451,,
1744344103,690,2875,99,1,,,28.11764706,,28.11764706,,
1744344103,170,1366,99,1,,,26.54901961,,26.54901961,,
1744344103,38,1366,99,1,,,24.98039216,,24.98039216,,
1744344103,38,1366,28,1,,,23.41176471,,23.41176471,,
1744344103,28,633,28,1,,,23.23529412,,23.23529412,,
1744344103,28,604,28,1,,,23.05882353,,23.05882353,,
1744344103,24,44,28,1,,,22.88235294,,22.88235294,,
1744344103,26,40,28,1,,,22.70588235,,22.70588235,,
1744344104,31,36,28,1,,,22.52941176,,22.52941176,,
1744344104,26,31,28,1,,,22.35294118,,22.35294118,,
1744344104,35,35,28,1,,,22.17647059,,22.17647059,,
1744344104,25,35,28,1,,,22,,22,,
1744344104,21,40,28,1,,,21.82352941,,21.82352941,,
1744344104,25,41,28,1,,,21.64705882,,21.64705882,,
1744344104,26,34,28,1,,,21.47058824,,21.47058824,,
1744344104,27,32,28,1,,,21.29411765,,21.29411765,,
1744344104,29,33,28,1,,,21.11764706,,21.11764706,,
1744344104,27,35,28,1,,,20.94117647,,20.94117647,,
1744344105,32,37,28,1,,,20.76470588,,20.76470588,,
1744344105,31,37,28,1,,,20.58823529,,20.58823529,,
1744344105,27,35,28,1,,,20.41176471,,20.41176471,,
1744344105,24,32,28,1,,,20.23529412,,20.23529412,,
1744344105,40,31,28,1,,,20.05882353,,20.05882353,,
1744344105,30,36,28,1,,,19.88235294,,19.88235294,,
1744344105,30,33,28,1,,,19.70588235,,19.70588235,,
1744344105,23,35,28,1,,,19.52941176,,19.52941176,,
1744344105,21,34,28,1,,,19.35294118,,19.35294118,,
1744344105,16,34,28,1,,,19.17647059,,19.17647059,,
1744344106,23,38,19,1,,,19,,19,,RELEASE CUFF
1744344106,28,34,19,1,,,19,,19,,
1744344106,34,34,19,1,,,19,,19,,
1744344106,30,36,19,1,,,19,,19,,
1744344106,30,38,19,1,,,19,,19,,
1744344106,30,41,19,1,,,19,,19,,
1744344106,918,36,19,1,,,19,,19,,
1744344106,2931,32,19,1,,,19,,19,,
1744344106,304,37,19,1,,,19,,19,,
1744344106,304,37,19,1,,,19,,19,,
1744344107,21,37,19,1,,,19,,19,,
1744344107,694,1490,19,1,,,19,,19,,
1744344107,239,1859,19,1,,,19,,19,,
1744344107,47,161,19,1,,,19,,19,,
1744344107,35,161,19,1,,,19,,19,,
1744344107,39,115,19,1,,,19,,19,,
1744344107,31,679,19,1,,,19,,19,,
1744344107,38,166,19,1,,,19,,19,,
1744344107,30,37,19,1,,,19,,19,,
1744344107,29,36,19,1,,,19,,19,,
1744344108,22,35,19,1,,,19,,19,,
1744344108,25,36,19,1,,,19,,19,,
1744344108,25,34,19,1,,,19,,19,,
1744344108,27,26,19,1,,,19,,19,,
1744344108,31,31,19,1,,,19,,19,,
1744344108,18,30,19,1,,,19.56862745,,19.56862745,,
1744344108,17,36,19,1,,,20.1372549,,20.1372549,,
1744344108,25,33,19,1,,,20.70588235,,20.70588235,,
1744344108,33,34,19,1,,,21.2745098,,21.2745098,,
1744344108,27,35,19,1,,,21.84313725,,21.84313725,,
1744344109,30,35,19,1,,,22.41176471,,22.41176471,,
1744344109,24,35,19,1,,,22.98039216,,22.98039216,,
1744344109,25,39,19,1,,,23.54901961,,23.54901961,,
1744344109,30,34,19,1,,,24.11764706,,24.11764706,,
1744344109,34,35,19,1,,,24.68627451,,24.68627451,,
1744344109,29,28,19,1,,,25.25490196,,25.25490196,,
1744344109,23,34,19,1,,,25.82352941,,25.82352941,,
1744344109,30,35,19,1,,,26.39215686,,26.39215686,,
1744344109,33,39,19,1,,,26.96078431,,26.96078431,,
1744344109,21,43,19,1,,,27.52941176,,27.52941176,,
1744344110,26,35,19,1,,,28.09803922,,28.09803922,,
1744344110,22,35,19,1,,,28.66666667,,28.66666667,,
1744344110,30,32,19,1,,,29.23529412,,29.23529412,,
1744344110,15,31,19,1,,,29.80392157,,29.80392157,,
1744344110,15,36,19,1,,,30.37254902,,30.37254902,,
1744344110,350,37,19,1,,,30.94117647,,30.94117647,,
1744344110,2546,37,19,1,,,31.50980392,,31.50980392,,
1744344110,525,35,19,1,,,32.07843137,,32.07843137,,
1744344110,525,35,19,1,,,32.64705882,,32.64705882,,
1744344110,525,35,19,1,,,33.21568627,,33.21568627,,
1744344111,750,2248,19,1,,,34.52941176,,34.52941176,,
1744344111,313,2278,19,1,,,35.84313725,,35.84313725,,
1744344111,36,2278,19,1,,,37.15686275,,37.15686275,,
1744344111,31,2278,19,1,,,38.47058824,,38.47058824,,
1744344111,29,356,19,1,,,39.78431373,,39.78431373,,
1744344111,26,778,19,1,,,41.09803922,,41.09803922,,
1744344111,32,144,19,1,,,42.41176471,,42.41176471,,
1744344111,29,31,19,1,,,43.7254902,,43.7254902,,
1744344111,32,37,19,1,,,45.03921569,,45.03921569,,
1744344111,24,33,19,1,,,46.35294118,,46.35294118,,
1744344112,24,42,19,1,,,47.66666667,,47.66666667,,
1744344112,27,32,19,1,,,48.98039216,,48.98039216,,
1744344112,30,31,19,1,,,50.29411765,,50.29411765,,
1744344112,24,30,19,1,,,51.60784314,,51.60784314,,
1744344112,24,42,19,1,,,52.92156863,,52.92156863,,
1744344112,17,38,19,1,,,54.23529412,,54.23529412,,
1744344112,25,37,19,1,,,55.54901961,,55.54901961,,
1744344112,25,39,19,1,,,56.8627451,,56.8627451,,
1744344112,34,33,19,1,,,58.17647059,,58.17647059,,
1744344112,27,35,19,1,,,59.49019608,,59.49019608,,
1744344113,29,37,19,1,,,60.80392157,,60.80392157,,
1744344113,22,37,19,1,,,62.11764706,,62.11764706,,
1744344113,27,35,19,1,,,63.43137255,,63.43137255,,
1744344113,25,35,19,1,,,64.74509804,,64.74509804,,
1744344113,35,35,19,1,,,66.05882353,,66.05882353,,
1744344113,28,23,48,1,,,66.98039216,,66.98039216,,
1744344113,31,37,48,1,,,67.33333333,,67.33333333,,
1744344113,23,36,48,1,,,67.68627451,,67.68627451,,
1744344113,22,40,48,1,,,68.03921569,,68.03921569,,
1744344113,24,32,48,1,,,68.39215686,,68.39215686,,
1744344114,42,21,48,1,,,68.74509804,,68.74509804,,
1744344114,34,34,48,1,,,69.09803922,,69.09803922,,
1744344114,26,31,48,1,,,69.45098039,,69.45098039,,
1744344114,26,32,48,1,,,69.80392157,,69.80392157,,
1744344114,26,35,48,1,,,70.15686275,,70.15686275,,
1744344114,2108,35,48,1,,,70.50980392,,70.50980392,,
1744344114,1186,31,48,1,,,70.8627451,,70.8627451,,
1744344114,1186,28,48,1,,,71.21568627,,71.21568627,,
1744344114,1186,28,48,1,,,71.56862745,,71.56862745,,
1744344114,282,28,48,1,,,71.92156863,,71.92156863,,
1744344115,515,2898,48,1,,,72.2745098,,72.2745098,,
1744344115,94,896,48,1,,,72.62745098,,72.62745098,,
1744344115,32,896,48,1,,,72.98039216,,72.98039216,,
1744344115,32,896,48,1,,,73.33333333,,73.33333333,,
1744344115,29,710,48,1,,,73.68627451,,73.68627451,,
1744344115,24,426,48,1,,,74.03921569,,74.03921569,,
1744344115,24,35,48,1,,,74.39215686,,74.39215686,,
1744344115,20,30,48,1,,,74.74509804,,74.74509804,,
1744344115,26,34,48,1,,,75.09803922,,75.09803922,,
1744344115,30,28,48,1,,,75.45098039,,75.45098039,,
1744344116,37,35,86,1,,,75.76470588,,75.76470588,,
1744344116,29,39,86,1,,,75.33333333,,75.33333333,,
1744344116,22,41,86,1,,,74.90196078,,74.90196078,,
1744344116,23,27,86,1,,,74.47058824,,74.47058824,,
1744344116,31,33,86,1,,,74.03921569,,74.03921569,,
1744344116,32,36,86,1,,,73.60784314,,73.60784314,,
1744344116,32,34,86,1,,,73.17647059,,73.17647059,,
1744344116,33,34,86,1,,,72.74509804,,72.74509804,,
1744344116,25,30,86,1,,,72.31372549,,72.31372549,,
1744344116,25,33,86,1,,,71.88235294,,71.88235294,,
1744344117,30,38,86,1,,,71.45098039,,71.45098039,,
1744344117,28,29,86,1,,,71.01960784,,71.01960784,,
1744344117,29,35,86,1,,,70.58823529,,70.58823529,,
1744344117,26,38,86,1,,,70.15686275,,70.15686275,,
1744344117,18,31,86,1,,,69.7254902,,69.7254902,,
1744344117,24,38,86,1,,,69.29411765,,69.29411765,,
1744344117,28,27,86,1,,,68.8627451,,68.8627451,,
1744344117,27,32,86,1,,,68.43137255,,68.43137255,,
1744344117,27,36,86,1,,,68,,68,,
1744344117,29,33,86,1,,,67.56862745,,67.56862745,,
1744344118,21,40,86,1,,,67.1372549,,67.1372549,,
1744344118,23,38,86,1,,,66.70588235,,66.70588235,,
1744344118,23,41,86,1,,,66.2745098,,66.2745098,,
1744344118,23,26,86,1,,,65.84313725,,65.84313725,,
1744344118,1365,26,86,1,,,65.41176471,,65.41176471,,
1744344118,2823,34,66,1,,,65.01960784,,65.01960784,,
1744344118,136,36,66,1,,,65.01960784,,65.01960784,,
1744344118,136,36,66,1,,,65.01960784,,65.01960784,,
1744344118,143,36,66,1,,,65.01960784,,65.01960784,,
1744344118,715,2072,66,1,,,65.01960784,,65.01960784,,
1744344119,133,1236,66,1,,,65.01960784,,65.01960784,,
1744344119,24,21,66,1,,,65.01960784,,65.01960784,,
1744344119,28,21,66,1,,,65.01960784,,65.01960784,,
1744344119,29,227,66,1,,,65.01960784,,65.01960784,,
1744344119,27,548,66,1,,,65.01960784,,65.01960784,,
1744344119,30,114,66,1,,,65.01960784,,65.01960784,,
1744344119,34,30,66,1,,,65.01960784,,65.01960784,,
1744344119,38,35,66,1,,,65.01960784,,65.01960784,,
1744344119,28,34,66,1,,,65.01960784,,65.01960784,,
1744344119,29,37,66,1,,,65.01960784,,65.01960784,,
1744344120,23,36,66,1,,,65.01960784,,65.01960784,,
1744344120,23,40,66,1,,,65.01960784,,65.01960784,,
1744344120,29,37,66,1,,,65.01960784,,65.01960784,,
1744344120,24,31,66,1,,,65.01960784,,65.01960784,,
1744344120,38,38,66,1,,,65.01960784,,65.01960784,,
1744344120,24,35,66,1,,,65.01960784,,65.01960784,,
1744344120,26,34,66,1,,,65.01960784,,65.01960784,,
1744344120,23,42,66,1,,,65.01960784,,65.01960784,,
1744344120,23,32,66,1,,,65.01960784,,65.01960784,,
1744344120,24,29,66,1,,,65.01960784,,65.01960784,,
1744344121,19,36,64,1,,,65.39215686,,65.39215686,,
1744344121,33,29,64,1,,,65.80392157,,65.80392157,,
1744344121,32,32,64,1,,,66.21568627,,66.21568627,,
1744344121,31,36,64,1,,,66.62745098,,66.62745098,,
1744344121,26,35,64,1,,,67.03921569,,67.03921569,,
1744344121,17,29,64,1,,,67.45098039,,67.45098039,,
1744344121,20,34,64,1,,,67.8627451,,67.8627451,,
1744344121,31,35,64,1,,,68.2745098,,68.2745098,,
1744344121,32,32,64,1,,,68.68627451,,68.68627451,,
1744344121,28,33,64,1,,,69.09803922,,69.09803922,,
1744344122,30,28,64,1,,,69.50980392,,69.50980392,,
1744344122,20,34,64,1,,,69.92156863,,69.92156863,,
1744344122,20,37,64,1,,,70.33333333,,70.33333333,,
1744344122,20,31,64,1,,,70.74509804,,70.74509804,,
1744344122,2996,32,64,1,,,71.15686275,,71.15686275,,
1744344122,931,33,64,1,,,71.56862745,,71.56862745,,
1744344122,931,33,64,1,,,71.98039216,,71.98039216,,
1744344122,931,33,64,1,,,72.39215686,,72.39215686,,
1744344122,768,1961,64,1,,,72.80392157,,72.80392157,,
1744344122,453,2792,64,1,,,73.21568627,,73.21568627,,
1744344123,28,72,64,1,,,73.62745098,,73.62745098,,
1744344123,19,72,64,1,,,74.03921569,,74.03921569,,
1744344123,22,152,64,1,,,74.45098039,,74.45098039,,
1744344123,25,796,64,1,,,74.8627451,,74.8627451,,
1744344123,23,205,64,1,,,75.2745098,,75.2745098,,
1744344123,36,24,66,1,,,75.58823529,,75.58823529,,
1744344123,23,35,66,1,,,75.8627451,,75.8627451,,
1744344123,33,29,66,1,,,76.1372549,,76.1372549,,
1744344123,33,31,66,1,,,76.41176471,,76.41176471,,
1744344123,31,38,66,1,,,76.68627451,,76.68627451,,
1744344124,27,40,66,1,,,76.96078431,,76.96078431,,
1744344124,19,34,66,1,,,77.23529412,,77.23529412,,
1744344124,23,35,66,1,,,77.50980392,,77.50980392,,
1744344124,28,31,66,1,,,77.78431373,,77.78431373,,
1744344124,30,39,66,1,,,78.05882353,,78.05882353,,
1744344124,32,37,66,1,,,78.33333333,,78.33333333,,
1744344124,27,35,66,1,,,78.60784314,,78.60784314,,
1744344124,24,37,66,1,,,78.88235294,,78.88235294,,
1744344124,30,40,66,1,,,79.15686275,,79.15686275,,
1744344124,29,34,66,1,,,79.43137255,,79.43137255,,
1744344125,35,30,66,1,,,79.70588235,,79.70588235,,
1744344125,29,32,66,1,,,79.98039216,,79.98039216,,
1744344125,24,38,66,1,,,80.25490196,,80.25490196,,
1744344125,24,39,66,1,,,80.52941176,,80.52941176,,
1744344125,21,36,66,1,,,80.80392157,,80.80392157,,
1744344125,30,30,66,1,,,81.07843137,,81.07843137,,
1744344125,25,27,66,1,,,81.35294118,,81.35294118,,
1744344125,25,30,66,1,,,81.62745098,,81.62745098,,
1744344125,31,32,66,1,,,81.90196078,,81.90196078,,
1744344125,30,35,66,1,,,82.17647059,,82.17647059,,
1744344126,26,38,85,1,,,82.82352941,,82.82352941,,
1744344126,26,35,85,1,,,83.09803922,,83.09803922,,
1744344126,16,30,85,1,,,83.37254902,,83.37254902,,
1744344126,2560,31,85,1,,,83.64705882,,83.64705882,,
1744344126,946,24,85,1,,,83.92156863,,83.92156863,,
1744344126,946,19,85,1,,,84.19607843,,84.19607843,,
1744344126,946,19,85,1,,,84.47058824,,84.47058824,,
1744344126,439,135,85,1,,,84.74509804,,84.74509804,,
1744344126,590,2962,85,1,,,85.01960784,,85.01960784,,
1744344126,122,986,85,1,,,85.29411765,,85.29411765,,
1744344127,23,986,85,1,,,85.56862745,,85.56862745,,
1744344127,30,986,85,1,,,85.84313725,,85.84313725,,
1744344127,33,735,85,1,,,86.11764706,,86.11764706,,
1744344127,35,537,85,1,,,86.39215686,,86.39215686,,
1744344127,33,29,85,1,,,86.66666667,,86.66666667,,
1744344127,29,36,85,1,,,86.94117647,,86.94117647,,
1744344127,31,30,85,1,,,87.21568627,,87.21568627,,
1744344127,30,39,85,1,,,87.49019608,,87.49019608,,
1744344127,34,36,85,1,,,87.76470588,,87.76470588,,
1744344127,25,43,85,1,,,88.03921569,,88.03921569,,
1744344128,20,41,85,1,,,88.31372549,,88.31372549,,
1744344128,30,34,85,1,,,88.58823529,,88.58823529,,
1744344128,26,30,85,1,,,88.8627451,,88.8627451,,
1744344128,26,29,85,1,,,89.1372549,,89.1372549,,
1744344128,39,38,85,1,,,89.41176471,,89.41176471,,
1744344128,30,33,80,1,,,89.68627451,,89.68627451,,
1744344128,28,39,80,1,,,90.05882353,,90.05882353,,
1744344128,26,37,80,1,,,90.43137255,,90.43137255,,
1744344128,23,36,80,1,,,90.80392157,,90.80392157,,
1744344128,30,32,80,1,,,91.17647059,,91.17647059,,
1744344129,33,30,80,1,,,91.54901961,,91.54901961,,
1744344129,35,33,80,1,,,91.92156863,,91.92156863,,
1744344129,31,32,80,1,,,92.29411765,,92.29411765,,
1744344129,21,38,80,1,,,92.66666667,,92.66666667,,
