Time,Red_light,IR_light,SpO2,SpO2Valid
1743802692.441731,35049.0,27336.0,97.0,1.0
1743802692.5317602,35062.0,27386.0,97.0,1.0
1743802692.6494663,35070.0,27470.0,97.0,1.0
1743802692.7267098,35129.0,27551.0,97.0,1.0
1743802692.8446577,35181.0,27647.0,97.0,1.0
1743802692.9299943,35189.0,27706.0,97.0,1.0
1743802693.050239,35145.0,27235.0,97.0,1.0
1743802693.125063,34978.0,27145.0,97.0,1.0
1743802693.2513287,34995.0,27246.0,97.0,1.0
1743802693.3274617,35027.0,27321.0,97.0,1.0
1743802693.4453573,35058.0,27418.0,97.0,1.0
